Immagine,R2 URL,Prodotto ID,Prodotto Nome,SKU,Match Type,Confidence
"COCLEA ERIKA 2.png","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/coclea-erika-2.png","","","","unmatched","none"
"COCLEA ERIKA 3.png","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/coclea-erika-3.png","","","","unmatched","none"
"coclea-per-stufe-6-9-kw-slim-new-attacco-femmina.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/coclea-per-stufe-6-9-kw-slim-new-attacco-femmina.jpg","89","COCLEA PER STUFE 6-9 KW SLIM NEW ATTACCO FEMMINA","NULL","name-exact","high"
"Coclea.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/coclea.jpeg","","","","unmatched","none"
"IMG_20191107_171026.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/img-20191107-171026.jpg","","","","unmatched","none"
"IMG_20191107_171030.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/img-20191107-171030.jpg","","","","unmatched","none"
"WhatsApp Image 2017-07-03 at 11.39.27.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-03-at-11-39-27.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.09.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-09.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.12.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-12.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.14.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-14.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.17.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-17.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.34.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-34.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.37.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-37.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.41.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-41.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.44.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-44.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.48.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-48.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.52.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-52.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.54.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-54.jpeg","","","","unmatched","none"
"WhatsApp Image 2017-07-06 at 10.21.57.jpeg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/coclee/whatsapp-image-2017-07-06-at-10-21-57.jpeg","","","","unmatched","none"
"66.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/66.jpg","","","","unmatched","none"
"CAVO FLAT DISPLAY 1200 mm.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/cavo-flat-display-1200-mm.jpg","32","CAVO FLAT DISPLAY 1200 mm","NULL","name-exact","high"
"CAVO FLAT DISPLAY 1500 mm.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/cavo-flat-display-1500-mm.jpg","32","CAVO FLAT DISPLAY 1200 mm","NULL","name-partial","medium"
"Console di Emergenza Micronova.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/console-di-emergenza-micronova.jpg","","","","unmatched","none"
"display duepi 3 tasti led.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/display-duepi-3-tasti-led.jpg","30","DISPLAY LED A 3 TASTI DUEPI","NULL","name-partial","medium"
"DISPLAY LCD A 6 TASTI MICRONOVA 2.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/display-lcd-a-6-tasti-micronova-2.jpg","27","DISPLAY LCD A 6 TASTI MICRONOVA","NULL","name-exact","high"
"DISPLAY LCD A 6 TASTI MICRONOVA BLU.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/display-lcd-a-6-tasti-micronova-blu.jpg","27","DISPLAY LCD A 6 TASTI MICRONOVA","NULL","name-partial","medium"
"DISPLAY LCD A 6 TASTI MICRONOVA DIETRO.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/display-lcd-a-6-tasti-micronova-dietro.jpg","27","DISPLAY LCD A 6 TASTI MICRONOVA","NULL","name-partial","medium"
"DISPLAY LCD A 6 TASTI MICRONOVA.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/display-lcd-a-6-tasti-micronova.jpg","27","DISPLAY LCD A 6 TASTI MICRONOVA","NULL","name-exact","high"
"DISPLAY LCD ELETTRONICA TIEMME.jpg","https://pub-e5b1a861541243efa43922161ac876d7.r2.dev/products/display-cavi-telecomandi/display-lcd-elettronica-tiemme.jpg","57","DISPLAY LCD ELETTRONICA TIEMME ","NULL","name-exact","high"
